date,price,bedrooms,bathrooms,square_feet,floors,waterfront,view,condition,yr_built,yr_renovated,street,city,statezip,country
13-05-2022,285000,5,1,1090,1,0,0,4,1973,0,16014 16th Ave SW,Burien,WA 98166,USA
13-05-2022,375000,5,1,1190,1,0,0,4,1953,1983,217 SW 191st St,Normandy Park,WA 98166,USA
13-05-2022,1400000,5,4.25,3530,2,0,0,3,2001,0,2278 72nd Ave SE,Mercer Island,WA 98040,USA
13-05-2022,560000,5,1,1440,2,0,0,3,1910,2006,6206 Phinney Ave N,Seattle,WA 98103,USA
13-05-2022,405000,8,1.75,2180,1,0,0,3,1956,2001,16722 32nd Pl NE,Lake Forest Park,WA 98155,USA
13-05-2022,413000,8,1,1410,1,0,0,3,1925,2002,4118 32nd Ave SW,Seattle,WA 98126,USA
13-05-2022,287600,5,2.5,1950,2,0,0,3,1990,2009,4222 S 288th Pl,Auburn,WA 98001,USA
13-05-2022,1680000,5,3.25,4860,2,0,2,4,1989,0,9250 SE 36th Pl,Mercer Island,WA 98040,USA
13-05-2022,225000,5,1,1660,1,0,0,3,1963,2008,29140 42nd Ave S,Auburn,WA 98001,USA
13-05-2022,319000,5,1,1390,1,0,0,4,1968,0,15846 196th Pl NE,Woodinville,WA 98077,USA
13-05-2022,322500,5,2,1350,1,0,0,3,1989,0,14405 274th Ct NE,Duvall,WA 98019,USA
13-05-2022,570000,5,2,1530,1,0,0,4,1937,0,7741 22nd Ave NE,Seattle,WA 98115,USA
13-05-2022,465000,5,1.5,1270,1,0,0,3,1950,2005,3616 NE 65th St,Seattle,WA 98115,USA
13-05-2022,435000,8,2.25,2140,2,0,0,3,2002,0,7125 Silent Creek Ave SE,Snoqualmie,WA 98065,USA
13-05-2022,502000,8,2.5,2040,2,0,0,3,2012,1912,7617 NE 201st Pl,Kenmore,WA 98028,USA
13-05-2022,525000,5,3.5,2876,2,0,0,3,2007,0,12467 NE 171st Pl,Woodinville,WA 98072,USA
13-05-2022,525000,5,2.5,1580,2,0,0,3,2008,0,213 26th Ave E,Seattle,WA 98112,USA
13-05-2022,660000,8,3.5,3400,2,0,0,3,2012,1912,9314 Ash Ave SE,Snoqualmie,WA 98065,USA
13-05-2022,870000,8,2.5,3520,2.5,0,0,3,2006,0,7921 45th Ave SW,Seattle,WA 98136,USA
13-05-2022,650000,8,2.5,2210,2,0,0,3,2013,1923,615 NW 92nd St,Seattle,WA 98117,USA
13-05-2022,505000,8,2.5,2790,2,0,0,3,2009,0,5138 NE 8th St,Renton,WA 98059,USA
13-05-2022,330000,5,2.5,1450,1,0,0,3,2007,0,6544 18th Ave SW,Seattle,WA 98106,USA
14-05-2022,385000,8,1.75,1620,1,0,0,4,1947,1988,10037 Interlake Ave N,Seattle,WA 98133,USA
14-05-2022,306000,5,1.5,1220,3,0,0,3,2007,0,353 N 105th St,Seattle,WA 98133,USA
14-05-2022,546000,5,1.75,2000,1,0,0,4,1921,0,7730 33rd Ave NW,Seattle,WA 98117,USA
14-05-2022,925000,8,2.5,2190,2.5,0,0,5,1958,0,3446 77th Ave SE,Mercer Island,WA 98040,USA
14-05-2022,542000,8,1.75,1900,1,0,0,4,1955,2009,3810 145th Ave SE,Bellevue,WA 98006,USA
14-05-2022,800000,5,1,1700,1.5,0,0,4,1906,1990,1109 32nd Ave,Seattle,WA 98122,USA
14-05-2022,620000,5,2.5,2540,2,0,0,5,1929,0,7558 32nd Ave NW,Seattle,WA 98117,USA
14-05-2022,175000,2,1,1170,1,0,2,3,1911,1979,921 S 223rd St,Des Moines,WA 98198,USA
14-05-2022,740000,5,5,5774,1,0,2,3,1984,0,28511 10th Ave S,Federal Way,WA 98003,USA
14-05-2022,345000,5,2.25,2120,2,0,0,3,1984,0,14319 165th Pl SE,Renton,WA 98059,USA
14-05-2022,510000,5,1.75,2170,1,0,0,3,1986,0,721 222nd Pl NE,Sammamish,WA 98074,USA
14-05-2022,530000,8,2.75,2450,1,0,0,5,1974,0,404 SW 197th St,Normandy Park,WA 98166,USA
14-05-2022,155000,2,1,700,1,0,0,5,1952,1998,475-547 Monroe Ave NE,Renton,WA 98056,USA
14-05-2022,266000,5,2.5,1780,1,0,0,4,1986,0,26205 119th Dr SE,Kent,WA 98030,USA
14-05-2022,257200,5,2,1850,1,0,0,4,1952,0,200 Pike St SE,Auburn,WA 98002,USA
14-05-2022,265000,5,2,1570,1,0,0,3,1998,2006,11549 SE 319th Pl,Auburn,WA 98092,USA
14-05-2022,372220,5,1,1290,1,0,0,3,1951,1994,4607 SW Cloverdale St,Seattle,WA 98136,USA
14-05-2022,337500,5,2,1700,1,0,0,3,1956,2001,6000-6048 22nd Ave S,Seattle,WA 98108,USA
14-05-2022,582500,2,1.5,1159,1,0,0,3,1948,1994,4254 33rd Ave W,Seattle,WA 98199,USA
14-05-2022,489200,5,2.75,1850,1.5,0,0,5,1965,0,8622 NE 139th St,Kirkland,WA 98034,USA
14-05-2022,405100,2,1,840,1,0,0,3,1947,2012,2901 W Elmore St,Seattle,WA 98199,USA
14-05-2022,372977,5,2.5,1690,2,0,0,3,2014,0,2500 Mulberry Walk NE,Issaquah,WA 98029,USA
14-05-2022,310000,5,1,1050,1,0,0,3,1953,0,18527 Kenlake Pl NE,Kenmore,WA 98028,USA
14-05-2022,538000,5,1.75,1400,1.5,0,0,4,1904,0,6917 28th Ave NW,Seattle,WA 98117,USA
14-05-2022,1400000,5,2.5,2550,2,0,2,3,1981,2013,316 Lake Washington Blvd S,Seattle,WA 98144,USA
14-05-2022,317000,5,2.5,1840,2,0,0,3,2012,1912,21560 SE 275th Ct,Maple Valley,WA 98038,USA
14-05-2022,702500,5,1.5,2360,2,0,0,5,1926,0,2145 N 88th St,Seattle,WA 98103,USA
14-05-2022,565000,8,2.5,2240,2,0,0,4,1989,0,13547 SE 83rd St,Newcastle,WA 98059,USA
14-05-2022,723000,8,2.5,2700,2,0,0,3,2004,2003,2363 30th Ave NE,Issaquah,WA 98029,USA
14-05-2022,766950,5,2.5,3030,1.5,0,0,4,1992,0,15905 Saybrook Dr NE,Woodinville,WA 98077,USA
14-05-2022,682000,5,1.75,1830,1.5,0,2,5,1903,0,322 16th Ave,Seattle,WA 98122,USA
14-05-2022,325000,5,2.5,2220,2,0,0,4,1990,0,11909 SE 228th Pl,Kent,WA 98031,USA
14-05-2022,543000,5,2.5,2090,1,0,0,3,1962,2014,14836 Densmore Ave N,Shoreline,WA 98133,USA
14-05-2022,525000,5,1.75,1600,1.5,0,0,3,1924,2011,7557 35th Ave NE,Seattle,WA 98115,USA
14-05-2022,364000,8,1.75,2010,1,0,0,4,1957,2001,16501-16515 Carlyle Hall Rd N,Shoreline,WA 98133,USA
14-05-2022,394475,2,1,830,1,0,0,3,1955,2005,8715 17th Ave NW,Seattle,WA 98117,USA
14-05-2022,316000,8,2.5,2010,2,0,0,3,1995,0,1522 55th Ct SE,Auburn,WA 98092,USA
14-05-2022,339950,5,1,1050,1.5,0,0,4,1906,1990,1807 17th Ave S,Seattle,WA 98144,USA
14-05-2022,486000,8,2.5,2150,1,0,0,3,1978,0,5242 336th Ave SE,Fall City,WA 98024,USA
14-05-2022,160000,5,1,860,1,0,0,4,1963,0,27204 116th Pl SE,Kent,WA 98030,USA
14-05-2022,930000,5,2.5,3100,1,0,0,3,1954,2005,1456 NW 185th St,Shoreline,WA 98177,USA
14-05-2022,139000,5,1,1100,1,0,0,3,1978,0,33610 51st Ave S,Auburn,WA 98001,USA
14-05-2022,562000,5,1.5,1830,1,0,0,4,1957,2001,920 163rd Ave SE,Bellevue,WA 98008,USA
14-05-2022,299000,2,1.75,1250,1,0,0,4,1950,1983,1400 S 359th St,Federal Way,WA 98003,USA
14-05-2022,511000,5,2.5,1820,2,0,0,3,2005,0,14800-14822 88th Ave NE,Kenmore,WA 98028,USA
14-05-2022,499000,5,2,2090,1.5,0,0,3,1959,1998,30004 SE Lake Retreat S Dr,Ravensdale,WA 98051,USA
14-05-2022,356000,5,3.5,2100,2,0,0,3,1980,0,14937 57th Ave S,Tukwila,WA 98168,USA
14-05-2022,470000,8,2.5,2310,2,0,0,3,1991,0,14923 280th Pl NE,Duvall,WA 98019,USA
14-05-2022,715000,8,2.25,2060,1,0,0,5,1941,0,3305 39th Ave W,Seattle,WA 98199,USA
14-05-2022,1120000,8,2.25,4470,2,0,0,3,1988,2000,14235 160th Ave NE,Woodinville,WA 98072,USA
14-05-2022,458000,5,1,1660,1,0,0,4,1940,2001,2000 NE 113th St,Seattle,WA 98125,USA
14-05-2022,966000,5,4.5,3810,2,0,0,3,2008,0,2033 211th Pl SE,Sammamish,WA 98075,USA
14-05-2022,305495,5,1.75,2110,2,0,0,4,1966,0,14244 140th Ave SE,Renton,WA 98059,USA
14-05-2022,543000,2,2,2370,1.5,0,0,3,1992,0,11400-11598 SE 114th Pl,Issaquah,WA 98027,USA
14-05-2022,340000,5,2.25,1970,2,0,0,3,1997,0,504 Shelton Ct NE,Renton,WA 98056,USA
14-05-2022,633100,8,2.5,2470,2,0,0,3,1993,0,26021 NE 25th St,Redmond,WA 98053,USA
14-05-2022,310000,5,1,1480,1,0,0,3,1952,2008,1909 N 195th St,Shoreline,WA 98133,USA
14-05-2022,349950,5,3,2257,1,0,0,3,2005,0,3755 S 168th St,SeaTac,WA 98188,USA
14-05-2022,267800,2,1,700,1,0,0,4,1949,1985,16824 11th Pl NE,Shoreline,WA 98155,USA
14-05-2022,234000,8,2,1630,1,0,0,4,1975,0,10872 SE 318th Pl,Auburn,WA 98092,USA
14-05-2022,740000,8,2.5,3430,2,0,0,3,2000,0,13622 NE 136th Pl,Kirkland,WA 98034,USA
14-05-2022,607500,5,1.75,2220,1.5,0,0,3,1923,1998,3047 21st Ave W,Seattle,WA 98199,USA
14-05-2022,223000,5,1.75,1340,1,0,0,4,1973,0,16 R Pl NE,Auburn,WA 98002,USA
14-05-2022,400000,2,1,980,1,0,0,4,1918,1974,6520-6588 8th Ave NW,Seattle,WA 98117,USA
14-05-2022,802000,5,2.5,2580,2,0,0,3,1986,0,6133 147th Pl NE,Redmond,WA 98052,USA
14-05-2022,253000,8,2.5,2230,2,0,0,3,2006,0,24217 181st Pl SE,Covington,WA 98042,USA
14-05-2022,1058000,8,2,2290,1,0,0,4,1955,2009,10441 SE 24th Pl,Bellevue,WA 98004,USA
14-05-2022,300000,5,1,1260,1,0,0,3,1946,0,2559 NE 98th St,Seattle,WA 98115,USA
14-05-2022,625000,8,2.75,1680,1,0,0,4,1966,0,15924 NE 53rd St,Redmond,WA 98052,USA
14-05-2022,707000,8,3.25,3200,2,0,0,3,2004,2003,26054 SE 23rd Pl,Sammamish,WA 98075,USA
14-05-2022,950000,8,2.5,3320,2,0,0,3,1995,0,5491 175th Pl SE,Bellevue,WA 98006,USA
14-05-2022,420000,8,2.5,3040,2,0,0,3,1999,0,4620 Kennedy Ave SE,Auburn,WA 98092,USA
14-05-2022,498000,8,2.75,2270,1,0,0,4,1973,0,12901 NE 136th St,Kirkland,WA 98034,USA
14-05-2022,450000,5,2.5,2910,2,0,0,3,1989,0,36023 3rd Ave S,Federal Way,WA 98003,USA
14-05-2022,955000,5,2.25,2510,2,0,0,3,1972,2002,7590 86th Ave SE,Mercer Island,WA 98040,USA
14-05-2022,215000,2,1,1240,1,0,0,3,1967,2011,4036 S 119th St,Tukwila,WA 98168,USA
14-05-2022,437000,5,2.75,2580,2,0,0,3,2008,0,808 Hoquiam Ave NE,Renton,WA 98059,USA
14-05-2022,773000,5,2.75,2470,2,0,0,3,2007,0,1458-1462 29th Pl NE,Issaquah,WA 98029,USA
14-05-2022,1222500,8,3.5,4910,1.5,0,0,3,2007,0,4531 205th Pl NE,Sammamish,WA 98074,USA
15-05-2022,256883,5,2.5,1690,2,0,0,3,2003,0,833 SW 361st St,Federal Way,WA 98023,USA
15-05-2022,592500,8,2.5,2240,1,0,0,3,1983,2009,24231 NE 5th Pl,Sammamish,WA 98074,USA
15-05-2022,252350,5,2,1650,1,0,0,3,1979,2014,12902 SE 158th Pl,Renton,WA 98058,USA
15-05-2022,370000,8,2.5,2710,2,0,0,3,1998,2006,12713 SE 302nd St,Auburn,WA 98092,USA
15-05-2022,465750,5,1.5,1260,1,0,0,3,1959,1989,16231 NE 29th St,Bellevue,WA 98008,USA
15-05-2022,185000,5,1,1150,1,0,0,3,1932,0,12208 20th Ave S,Seattle,WA 98168,USA
15-05-2022,582800,8,2.75,2550,1,0,0,3,1986,0,21023-21029 NE 42nd St,Sammamish,WA 98074,USA
15-05-2022,245000,5,1.75,1490,1,0,0,4,1990,0,12145 SE 260th Pl,Kent,WA 98030,USA
15-05-2022,302000,8,1.75,2020,1,0,0,4,1963,0,1001 Whitman Ct NE,Renton,WA 98059,USA
15-05-2022,451555,2,1,1320,1,0,1,3,1912,1971,4137 48th Ave SW,Seattle,WA 98116,USA
15-05-2022,250000,5,1,1230,1,0,0,4,1957,2001,19415 107th Ave SE,Renton,WA 98055,USA
15-05-2022,255000,8,2.5,2070,2,0,0,3,1989,0,1422 S 282nd Pl,Federal Way,WA 98003,USA
15-05-2022,840000,8,1.75,2930,1,0,3,3,1947,2012,3539 NW 67th St,Seattle,WA 98117,USA
15-05-2022,190000,5,1,1090,1,0,0,3,1967,2011,29611 21st Ave S,Federal Way,WA 98003,USA
15-05-2022,349950,5,1,1400,1,0,0,3,1957,2000,11515 4th Ave NE,Seattle,WA 98125,USA
15-05-2022,613000,8,2,1550,1.5,0,0,3,1909,2004,5212 Wallingford Ave N,Seattle,WA 98103,USA
15-05-2022,300000,5,1,1220,1,0,0,4,1955,2009,18218 Evanston Ave N,Shoreline,WA 98133,USA
15-05-2022,455000,5,2.5,1870,1,0,0,3,1980,0,14013 101st Pl NE,Kirkland,WA 98034,USA
15-05-2022,335000,5,2.25,2150,2,0,0,3,1991,0,4446 S 160th St,Tukwila,WA 98188,USA
15-05-2022,197500,5,1,980,1.5,0,0,3,1903,2005,4531 S Lucile St,Seattle,WA 98118,USA
15-05-2022,412500,5,1.5,1490,1,0,0,4,1963,0,5419 156th Ave NE,Redmond,WA 98052,USA
15-05-2022,395300,5,1.5,1120,1,0,0,3,1955,2005,1323 145th Ave SE,Bellevue,WA 98007,USA
15-05-2022,342400,5,2.25,1180,2,0,0,3,1986,0,8121 NE 147th Pl,Kenmore,WA 98028,USA
15-05-2022,749400,8,2.5,3240,2,0,0,3,1985,0,17013 NE 133rd St,Redmond,WA 98052,USA
15-05-2022,316500,8,2.5,2150,2,0,0,4,1991,0,11401 SE 219th Pl,Kent,WA 98031,USA
15-05-2022,390000,5,2.5,2240,2,0,0,3,1996,0,15839 84th Ave NE,Kenmore,WA 98028,USA
15-05-2022,225000,5,2,1400,1,0,0,3,1979,2014,3311 SE 17th St,Renton,WA 98058,USA
15-05-2022,550000,5,2.25,1980,1,0,0,4,1980,0,4216 232nd Ave NE,Redmond,WA 98053,USA
15-05-2022,280000,5,1,1330,1.5,0,0,3,1959,1989,13219 424th Ave SE,North Bend,WA 98045,USA
15-05-2022,1255000,8,2.5,3200,2,0,0,3,2006,0,5038 48th Ave NE,Seattle,WA 98105,USA
15-05-2022,575000,2,1,1490,1,0,0,3,1946,0,1106 25th Ave E,Seattle,WA 98112,USA
15-05-2022,1000000,5,4.25,3920,2,0,0,3,1990,2009,2548 111th Ave SE,Bellevue,WA 98004,USA
15-05-2022,585000,5,1.75,2000,2,0,0,4,1921,0,309 N 46th St,Seattle,WA 98103,USA
15-05-2022,620000,8,2.5,2680,2,0,0,3,1989,0,26118 SE 39th Ct,Issaquah,WA 98029,USA
15-05-2022,204700,8,2,1670,1,0,0,3,1967,2011,29031 40th Ave S,Auburn,WA 98001,USA
15-05-2022,695000,8,3,3150,2,0,0,3,2001,0,24038 SE 13th Pl,Sammamish,WA 98075,USA
15-05-2022,689900,8,3.25,2740,2,0,0,3,2003,0,392 Wilderness Peak Dr NW,Issaquah,WA 98027,USA
15-05-2022,375000,8,1.75,1890,1,0,0,4,1960,2001,2145 N 178th St,Shoreline,WA 98133,USA
15-05-2022,475000,7,3.5,2870,1,0,0,3,1961,2004,11738 1st Ave NE,Seattle,WA 98125,USA
15-05-2022,215000,5,1,1160,1,0,0,4,1969,0,26516 235th Ave SE,Maple Valley,WA 98038,USA
15-05-2022,2100000,8,1.75,3550,2,0,0,3,1962,2002,7822 NE 14th St,Medina,WA 98039,USA
15-05-2022,790000,5,1.75,1790,1,0,2,3,1940,1996,1922 35th Ave W,Seattle,WA 98199,USA
15-05-2022,350000,5,1.75,1680,1,0,0,4,1940,2001,18949 Mountain View Rd NE,Duvall,WA 98019,USA
15-05-2022,695000,5,2.5,4560,2,0,0,4,1986,0,1315 232nd Pl NE,Sammamish,WA 98074,USA
15-05-2022,263000,5,2.25,1590,2,0,0,4,1991,0,35219 26th Ct S,Federal Way,WA 98003,USA
15-05-2022,400000,5,1,1630,1,0,0,5,1953,0,17228 11th Ave NE,Shoreline,WA 98155,USA
15-05-2022,525000,5,2.5,2700,2,0,0,3,1991,0,12415 NE 160th St,Woodinville,WA 98072,USA
15-05-2022,349950,5,2.5,1700,2,0,0,3,1994,0,18901-18937 114th Ct SE,Renton,WA 98055,USA
15-05-2022,1085000,8,3.25,3740,1,0,0,3,1988,2000,13704-13712 209th Ave NE,Woodinville,WA 98077,USA
15-05-2022,744000,8,3,1980,2.5,0,0,3,1941,2005,4103 SW Kenyon St,Seattle,WA 98136,USA
15-05-2022,312500,2,1,880,1,0,0,3,1919,2001,7558 19th Ave SW,Seattle,WA 98106,USA
15-05-2022,240000,5,2,1400,1,0,0,3,1948,1994,1610 N 185th St,Shoreline,WA 98133,USA
15-05-2022,495000,8,2,2050,1.5,0,0,5,1941,0,2609 21st Ave S,Seattle,WA 98144,USA
15-05-2022,580050,5,2.5,2360,2,0,3,3,1996,0,601 NE 76th St,Seattle,WA 98115,USA
15-05-2022,640000,8,2,2560,1,0,0,4,1947,1988,8600-8698 30th Ave NE,Seattle,WA 98115,USA
15-05-2022,417000,5,1.5,1340,1,0,0,4,1956,0,3825 138th Ave SE,Bellevue,WA 98006,USA
15-05-2022,174950,5,1,1060,1,0,0,5,1970,0,26635 Timberlane Dr SE,Covington,WA 98042,USA
15-05-2022,295000,5,1.5,850,1,0,0,3,1986,0,4020 21st Ave SW,Seattle,WA 98106,USA
15-05-2022,423000,8,1.75,1880,1,0,0,3,1976,0,10320 NE 125th Pl,Kirkland,WA 98034,USA
15-05-2022,839000,5,1,1230,1,0,0,3,1955,1990,10904 SE 1st St,Bellevue,WA 98004,USA
15-05-2022,343000,8,1.75,2290,1,0,0,3,1960,2012,2816 SW 110th Pl,Seattle,WA 98146,USA
15-05-2022,467000,5,1,1660,1,0,0,5,1946,0,12033 Dayton Ave N,Seattle,WA 98133,USA
15-05-2022,512500,5,2.5,1840,2,0,0,4,1997,0,4530 48th Ave SW,Seattle,WA 98116,USA
15-05-2022,575000,8,2.5,3020,1,0,0,3,1979,2014,4527-4553 NE 201st Pl,Lake Forest Park,WA 98155,USA
15-05-2022,465000,5,1.75,1410,1,0,0,3,1924,2013,12215 Dayton Ave N,Seattle,WA 98133,USA
15-05-2022,270000,5,1,1010,1,0,0,3,1969,2010,17620 SE 121st Pl,Renton,WA 98059,USA
15-05-2022,340000,5,1.75,1960,1,0,0,3,1948,1994,2419 SW Barton St,Seattle,WA 98106,USA
15-05-2022,765000,5,3.75,3580,2,0,0,3,1999,0,170 Mt Quay Dr NW,Issaquah,WA 98027,USA
15-05-2022,497000,8,2.5,2240,2,0,0,3,1995,0,4417 47th Ave S,Seattle,WA 98118,USA
15-05-2022,803100,8,2.5,3310,2,0,0,3,2004,2003,19107 NE 64th Way,Redmond,WA 98052,USA
15-05-2022,344000,5,2.5,1232,3,0,0,3,2007,0,12331 A 10th Pl NE,Seattle,WA 98125,USA
15-05-2022,828950,8,3.5,3930,2,0,1,3,2013,1923,19601-19853 Newport Way NW,Issaquah,WA 98027,USA
15-05-2022,386380,5,2.5,1720,2,0,0,3,2010,0,9881 244th Pl NE,Redmond,WA 98053,USA
15-05-2022,312000,5,2.25,1490,2,0,0,3,2009,0,5021 Delridge Way SW,Seattle,WA 98106,USA
15-05-2022,720000,5,2.5,3150,2,0,0,3,2007,0,31215 SE 40th St,Fall City,WA 98024,USA
15-05-2022,914500,8,2.5,3950,3,0,0,3,2013,1923,25707 SE 30th St,Sammamish,WA 98075,USA
15-05-2022,819995,5,2.75,3030,2,0,0,3,2013,1923,8024 117th Pl SE,Newcastle,WA 98056,USA
16-05-2022,252700,2,1.5,1070,1,0,0,3,1985,0,13105 SE 277th Pl,Kent,WA 98030,USA
16-05-2022,437500,5,2.5,2320,2,0,2,3,1992,0,12711 470th Ave SE,North Bend,WA 98045,USA
16-05-2022,350000,1,1,700,1,0,0,3,1942,1999,6849 26th Ave NE,Seattle,WA 98115,USA
16-05-2022,619000,5,2.5,2720,2,0,0,3,2005,0,6516 Denny Peak Dr SE,Snoqualmie,WA 98065,USA
16-05-2022,408200,5,2.5,1800,2,0,0,4,1990,0,8124 24th Ave SW,Seattle,WA 98106,USA
16-05-2022,451000,5,1.75,1560,1.5,0,2,3,1926,2003,4042 34th Ave SW,Seattle,WA 98126,USA
16-05-2022,317000,5,2,1760,1,0,0,5,1977,0,16703 133rd Pl SE,Renton,WA 98058,USA
16-05-2022,799000,8,3.25,3120,2,0,0,3,2005,0,2561 NE 85th St,Seattle,WA 98115,USA
16-05-2022,720000,2,1,2020,1,0,3,4,1947,1988,10835 41st Ave SW,Seattle,WA 98146,USA
16-05-2022,490000,5,2,1450,1.5,0,0,3,1900,2003,1746 NW 60th St,Seattle,WA 98107,USA
16-05-2022,239900,8,2.25,1860,1,0,0,3,1979,2014,401 SW 322nd St,Federal Way,WA 98023,USA
16-05-2022,446000,8,2.25,2270,1,0,0,3,1977,2004,11123 NE 141st Pl,Kirkland,WA 98034,USA
16-05-2022,275000,5,2.5,1480,2,0,0,3,1987,2000,44402 SE 142nd Pl,North Bend,WA 98045,USA
16-05-2022,239950,5,1,1460,2,0,0,4,1941,1998,13012 41st Ave S,Tukwila,WA 98168,USA
16-05-2022,248000,8,3.5,1850,2,0,0,3,1986,0,1501-1515 SW 327th St,Federal Way,WA 98023,USA
16-05-2022,619500,5,2.5,2170,2,0,0,3,2003,0,1778 26th Ave NE,Issaquah,WA 98029,USA
16-05-2022,363750,5,1.75,1726,2,0,0,4,1982,2011,28507 Vashon Hwy SW,Vashon,WA 98070,USA
16-05-2022,385000,5,1.75,1180,1,0,0,4,1981,0,23013 NE 28th St,Sammamish,WA 98074,USA
16-05-2022,370000,8,1.5,1370,1,0,0,3,1972,2002,12054 NE 137th Ct,Kirkland,WA 98034,USA
16-05-2022,425000,5,2.5,2670,1,0,0,4,1988,0,26010 141st Ave SE,Kent,WA 98042,USA
16-05-2022,342000,5,1,1260,1,0,0,3,1944,0,14040 24th Ave NE,Seattle,WA 98125,USA
16-05-2022,345000,8,1,1980,1.5,0,0,3,1962,2003,12652 SE 160th St,Renton,WA 98058,USA
16-05-2022,724800,5,2,2050,1,0,0,3,1926,2001,2610 E Montlake Pl E,Seattle,WA 98112,USA
16-05-2022,725000,5,2.75,2830,2,0,0,3,2006,0,11931 179th Pl NE,Redmond,WA 98052,USA
16-05-2022,605000,2,1,910,1,0,0,4,1909,1989,1617-1621 3rd Ave W,Seattle,WA 98119,USA
16-05-2022,350000,8,2.5,2440,2,0,0,3,2009,0,24246 229th Ave SE,Maple Valley,WA 98038,USA
16-05-2022,785000,5,2,2180,1,0,0,5,1904,0,4111 Woodland Park Ave N,Seattle,WA 98103,USA
16-05-2022,250000,5,2,1900,1,0,0,5,1966,0,27022 216th Ave SE,Maple Valley,WA 98038,USA
16-05-2022,565000,5,2.25,1520,3,0,0,3,2013,1923,1512 NW 62nd St,Seattle,WA 98107,USA
16-05-2022,875000,5,2,2220,1,0,2,4,1947,1988,2559 24th Ave W,Seattle,WA 98199,USA
16-05-2022,862500,8,2.75,3280,2,0,0,3,1996,0,12040 201st Pl NE,Woodinville,WA 98077,USA
16-05-2022,400000,5,2.5,2740,2,0,4,3,1973,2013,27200-27218 52nd Ave S,Kent,WA 98032,USA
16-05-2022,282613,2,1,830,1,0,0,4,1954,1979,16221 Bagley Pl N,Shoreline,WA 98133,USA
16-05-2022,174500,2,1,1010,1,0,0,3,1955,2005,20721 9th Ave S,Des Moines,WA 98198,USA
16-05-2022,306500,5,2.25,2060,1,0,0,4,1978,2000,36415 12th Pl S,Federal Way,WA 98003,USA
16-05-2022,445000,5,2.25,1990,2,0,0,3,1984,0,17849 149th Ave NE,Woodinville,WA 98072,USA
16-05-2022,433000,8,2.5,2280,2,0,0,4,2001,0,2207 Kennewick Pl NE,Renton,WA 98056,USA
16-05-2022,306000,5,2.5,1870,2,0,0,3,2005,0,22610 133rd Pl SE,Kent,WA 98042,USA
16-05-2022,620000,5,2.25,1720,1.5,0,0,4,1921,0,5255 39th Ave NE,Seattle,WA 98105,USA
16-05-2022,245000,2,1,870,1,0,0,3,1941,1994,8627 9th Ave SW,Seattle,WA 98106,USA
16-05-2022,238000,5,2,1020,2,0,0,3,2004,2003,3419 SW Morgan St,Seattle,WA 98126,USA
16-05-2022,523000,5,1.5,1260,1.5,0,0,3,1931,0,3200 44th Ave SW,Seattle,WA 98116,USA
16-05-2022,522500,5,2.5,2370,2,0,0,3,2003,0,6504 E Crest View Loop SE,Snoqualmie,WA 98065,USA
16-05-2022,180000,5,1,1000,1,0,0,3,1940,1996,1001 SW 102nd St,Seattle,WA 98146,USA
16-05-2022,375000,5,1.5,1100,2,0,0,3,2007,0,2001 S Norman St,Seattle,WA 98144,USA
16-05-2022,249000,5,2.25,1440,1,0,0,3,1982,0,22119 123rd Ave SE,Kent,WA 98031,USA
16-05-2022,730100,8,2.5,3120,2,0,0,3,2003,0,120 Mt Si Pl NW,Issaquah,WA 98027,USA
16-05-2022,551000,2,2,2260,1,0,0,3,1990,2009,9930 NE 197th St,Bothell,WA 98011,USA
16-05-2022,375000,8,2.5,2790,2,0,0,3,2005,0,26004 18th Ave S,Des Moines,WA 98198,USA
16-05-2022,540000,1,1,1140,1.5,0,0,3,1920,1979,9055 Palatine Ave N,Seattle,WA 98103,USA
16-05-2022,605000,5,2.25,1290,2,0,0,4,1987,0,411 27th Ave E,Seattle,WA 98112,USA
16-05-2022,205000,5,1.75,1730,1,0,0,4,1978,2000,26607 190th Ave SE,Covington,WA 98042,USA
16-05-2022,645000,8,2.5,3160,2,0,0,3,1983,2009,2504 225th Pl NE,Sammamish,WA 98074,USA
16-05-2022,314000,8,2.5,2340,2,0,0,3,2003,0,24925 234th Pl SE,Maple Valley,WA 98038,USA
16-05-2022,330000,5,1.5,1170,1,0,0,4,1960,2001,15421 SE 4th Pl,Bellevue,WA 98007,USA
16-05-2022,490000,2,1,1160,1,0,0,4,1937,0,7752 33rd Ave NW,Seattle,WA 98117,USA
16-05-2022,445000,5,3,1970,1,0,0,3,2010,0,18819 71st Ave NE,Kenmore,WA 98028,USA
16-05-2022,2000000,5,4.25,6490,2,0,3,4,1991,0,4080 E Mercer Way,Mercer Island,WA 98040,USA
16-05-2022,377500,5,2.25,1410,2,0,0,3,2005,0,2012 NW Boulder Way Dr,Issaquah,WA 98027,USA
16-05-2022,480000,8,2.5,2430,2,0,0,3,2009,0,35019 SE Terrace St,Snoqualmie,WA 98065,USA
16-05-2022,804995,5,1.5,3360,2,0,0,3,2014,0,21481 SE 2nd Pl,Sammamish,WA 98074,USA
16-05-2022,341000,5,2.5,1480,2,0,0,3,2012,1912,6510 34th Ave SW,Seattle,WA 98126,USA
16-05-2022,675000,5,2.5,3200,2,0,0,3,2009,0,6227-6299 Whitaker Ln SE,Snoqualmie,WA 98065,USA
